Block,Event,Network_ID,Network_Type,Token_ID,Channel_Amount,Participant_1_Settle_Amount,Participant_2_Settle_Amount,Channel_ID,Transaction,Channel_Participant_1,Channel_Participant_2
6606072,ChannelNewDeposit,RDN,Mainnet,,100,,,36,0x96956128a0f4dc1253068b86720d5fcb6f608fb6c21136ce27847099d91efff1,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6606103,ChannelNewDeposit,RDN,Mainnet,,100,,,38,0x241894116eb19a7ace91bb19c928648dc94b564808f7e1d1b29fdca08e8e0577,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6606232,ChannelNewDeposit,RDN,Mainnet,,50000,,,64,0xd10a8b7de40558fb706afcbbb3af1faf7e688251392826a9d0acebe873b9c0e5,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6606357,ChannelNewDeposit,RDN,Mainnet,,5000,,,65,0x7e590a6313aeff576f3ba829bd30d3f147496940af54b9e1ed944285ba118617,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6606381,ChannelNewDeposit,RDN,Mainnet,,400010,,,65,0x7c96bbefdc4219f0498903cbedca5dcda13e493d33f8db352ab7538501d1b124,0xD6e68536eCe0Eac02b39317FdCE814087Bae6118,
6606426,ChannelNewDeposit,RDN,Mainnet,,10,,,64,0x1087c1964216194b3335efddc2fe45b0cd13fa2ded9ca24d0ef705d85350239f,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6606497,ChannelNewDeposit,RDN,Mainnet,,100,,,66,0xd70eab57dbe713ab97560bf86b4101eea37b803184b239ef8d5ea1ffd06882c8,0xAAAAAA219100005A77eF9dEf76b24dfB2cD6B35e,
6612911,ChannelNewDeposit,RDN,Mainnet,,10000000,,,68,0x84f7c62574cdd488659aab11f07aa6eda18b22005ac89ac3515ce50b4a0be6a6,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6612928,ChannelNewDeposit,RDN,Mainnet,,10000000,,,69,0x5c0eca726747d3265cf50779636d892b2451afcc215c3223064b172ec9b1bea9,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6612957,ChannelNewDeposit,RDN,Mainnet,,10000000,,,70,0x5d21b988454e328a387090c460ba1a93967dc515cdf33fb504b02595bb818afe,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6617421,ChannelNewDeposit,RDN,Mainnet,,40060,,,71,0x60c1243eb67dfb3a74eb77aad28419feef6a7ee5db5d8dcfacf75463bfcc7a92,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6617452,ChannelNewDeposit,RDN,Mainnet,,30008,,,72,0x97b10c7f14bad0781ab03f3753d577f8817d1c339b1baeeece2835beab202955,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6617499,ChannelNewDeposit,RDN,Mainnet,,30001,,,73,0x3fc4af9a2d0658add83cefe8de0fbc65f41648a2a87d852c61c05e7dc9f38a5c,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6666038,ChannelNewDeposit,RDN,Mainnet,,100,,,74,0xea4fac60333dd52989c096272e047e93bed6ef954b745d4c84be781877c055e7,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6666061,ChannelNewDeposit,RDN,Mainnet,,30116,,,74,0x2ec37b132ebacad3942d65312e680bde460c0d807baec10798e092b35fba2920,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6690726,ChannelNewDeposit,RDN,Mainnet,,300005,,,75,0xe2d77861df93eb63c034b1144788a4db2a1f8559a2e9880e7e4a7ed35e4dab53,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6690738,ChannelNewDeposit,RDN,Mainnet,,500,,,75,0x57a7fea351d2087627c6139af6cf636dc75daa3011c26b1ebdef8dafefebf9e9,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6690738,ChannelNewDeposit,RDN,Mainnet,,100000000000000,,,76,0x6f1301c9984893a85dd309343503fbe036973255f1753753fb52c92b1ff15cbc,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
6690753,ChannelNewDeposit,RDN,Mainnet,,3001,,,76,0xe4f303787214227f813897229b046af7253e3a2db63c427cf92d7f55de6c7e94,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6691241,ChannelNewDeposit,RDN,Mainnet,,100000000000000,,,77,0x1fc9daba2c21970dd5ec0f685c25128348be39b999215ab83fe14c35ea3632e0,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
6691332,ChannelNewDeposit,RDN,Mainnet,,1000,,,77,0x6b8804ab647b59c1baf15248716f1e055ee16f0fd3d1070e63a47c8cf6650133,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6691403,ChannelNewDeposit,RDN,Mainnet,,1000,,,78,0xb36e4a080b8da36f583cc8d70d688a94ddb759eb76cf848d12b9eb47b5af8300,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6691569,ChannelNewDeposit,RDN,Mainnet,,500,,,78,0x14e9dba3220da8ee702848c15ad6c83f352451d08997913e6256f425220e0b5c,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6914522,ChannelNewDeposit,RDN,Mainnet,,5000000000000000,,,79,0xb9527158d6a381a7d618e17df5906d85dc70b4f1fb28c379c62087e2a6266810,0x4972EC8Bb4d53bcE667fDE1E1A585f01772E9Ef2,
6914531,ChannelNewDeposit,RDN,Mainnet,,5000000000000000,,,80,0x31ba2c7cb31ba1ba108ba3f053173114dafc311463bee35ffb6a79df4dd848bf,0xbA5d887bE693F960f8acfc6717495ce0f2334da8,
6914533,ChannelNewDeposit,RDN,Mainnet,,5000000000000000,,,80,0x4a21985f3be93adb77173d737fa370d4aeb2a56065a8d47264321d307d123465,0xDFE84e389a21d6ba59F3513597B9229FC43Cf94d,
6914545,ChannelNewDeposit,RDN,Mainnet,,5000000000000000,,,81,0xcdc82b468bd963d1a8adccbea7e2146d47eab9f51244794780756a2181eda685,0x4bFA865BDDB97fDDC871Ab8BdDF390e293ebD015,
6914546,ChannelNewDeposit,RDN,Mainnet,,5000000000000000,,,79,0xd151d206102c40a20354490172224fdb7e72d369424b203a8a6c3f087c576c8c,0xbA5d887bE693F960f8acfc6717495ce0f2334da8,
6914552,ChannelNewDeposit,RDN,Mainnet,,5000000000000000,,,81,0x502e4d71ba052565bab9f9227fdcc2896c84e67e2b77e3948dd09c10a6bb08f3,0xDFE84e389a21d6ba59F3513597B9229FC43Cf94d,
6914613,ChannelNewDeposit,RDN,Mainnet,,100000000000000,,,83,0x8d4c026476b47279d818099ad3672f3fadc96a8c1d36598a28f8dd445bbb0451,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
6914680,ChannelNewDeposit,RDN,Mainnet,,20,,,84,0x97195897b702309faa356d43a949b2801fe63782e12e14460c88731bce0a28c0,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6914695,ChannelNewDeposit,RDN,Mainnet,,20,,,85,0x45104e07cd09385781b26ba72edd6eb429619a7e249ec21e8cfc1b89056a386e,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6914713,ChannelNewDeposit,RDN,Mainnet,,20,,,86,0x3bb85021856744d8bc40de6abe05e24ab1b2589acd38c3a67ac2d308a89dbee0,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6914735,ChannelNewDeposit,RDN,Mainnet,,1000,,,82,0xfecc8d4207103892f05a08b97e0641c6b82588c54a244340bfeb4807ae761899,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6914774,ChannelNewDeposit,RDN,Mainnet,,50,,,82,0x6a0f075b68368091802838ee63753093f25beba4f44f625dcd9671dfb9d3980f,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6914795,ChannelNewDeposit,RDN,Mainnet,,50,,,84,0x1957ee719cc6ee702ba82a1953839ad97e4d69b231e137c64ced56e7ea4184d0,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6914810,ChannelNewDeposit,RDN,Mainnet,,30049,,,84,0x654270b77a041e344becc8ea380808e5cbce69affd5d00e48f6b1a55ce6e2aa6,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6914832,ChannelNewDeposit,RDN,Mainnet,,300022,,,85,0x842883d060bfc66f41f952763d033aa1406f80f2a3a083bf781f8bdb8568bd29,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6914853,ChannelNewDeposit,RDN,Mainnet,,30021,,,86,0xd1df6ba22737dcbae3a9ff2e1e02f4a1f598eedbe0d030fd092bf512b850c312,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6914868,ChannelNewDeposit,RDN,Mainnet,,300000000030050,,,84,0x5c7f1f2c50dc1dc552e555e3e925b71732a6d50b6626765bbef6c5f12b39f1e6,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6914886,ChannelNewDeposit,RDN,Mainnet,,1000,,,87,0xf29823344b9ca75b4f137e7ddb63653033fca4c0591cc9e7b83f670b0a6c534f,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6914946,ChannelNewDeposit,RDN,Mainnet,,50,,,83,0x07df4d2f5a59f79bd92ba2e06b90c2f5dd2e69e20485791f4841acc33e19168d,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6914997,ChannelNewDeposit,RDN,Mainnet,,53,,,83,0x593a7b7c196d04bba37981d2da049819773abd037273b35879e9932c7f9fb043,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6915321,ChannelNewDeposit,RDN,Mainnet,,2000003,,,88,0x33f3ad20ddb35fd355f52aa382cbe6f4d52832089cf0f72840ca85c141c1fd4e,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6915370,ChannelNewDeposit,RDN,Mainnet,,150000000000000,,,88,0x6f033796cddeab42b1426f0022d5e26ba02b2bd5a5d7f78533afc98d4e518f0c,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
6915390,ChannelNewDeposit,RDN,Mainnet,,100,,,82,0xbc9ef32ee54bcc96f353c2084f50970542f3f1eb2ad34e65c6a1340244b1a29d,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6915636,ChannelNewDeposit,RDN,Mainnet,,153,,,83,0x43054658f438de4adb8cd29d42cd756121381d18beacc44cd20d20ee6aec771f,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6915752,ChannelNewDeposit,RDN,Mainnet,,453,,,83,0x89163803a7dcb77fcb05ad765eeb90c2dcf2f0077627e4b741e87e7c4dd28c4f,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6920262,ChannelNewDeposit,RDN,Mainnet,,1000,,,89,0x5c8e7d163ff06d67039450bf3f5e3c30da4a6b29bde406418e59a2434d8daa78,0xf0DAca3B7Cb562059D89bD5d8291a482b20f9D52,
6920384,ChannelNewDeposit,RDN,Mainnet,,100009,,,90,0xa81be05afab21fb9727ba7efa047351b0021e4d1ba3e5559018066b4e34e719f,0xB2C94bBaf307C6DfBf70Cc2537385553385a345b,
6920522,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,89,0x156bce6e89a8dacb9a708a7324cbe0000d62f1a2ae5d73a3c57ad378b77f76b9,0x4972EC8Bb4d53bcE667fDE1E1A585f01772E9Ef2,
6921036,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,91,0x58d1adf924e45c273e2066944978699a88930e1a720310516c9ccd25f2e12452,0x4bFA865BDDB97fDDC871Ab8BdDF390e293ebD015,
6925816,ChannelNewDeposit,RDN,Mainnet,,100000000000000,,,92,0xa5d535ba1528e914db947bac87ef48b5e7be53481c2be056a03f4301b059a48c,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
6926303,ChannelNewDeposit,RDN,Mainnet,,454,,,83,0xdf880f7e8c9e8aa162f299d50420530cbda77dfed01cb10a81ac3a59aa0f7774,0x4d6FA60E64C7E520899A9aeDD40cB1E6992027F0,
6926361,ChannelNewDeposit,RDN,Mainnet,,1000,,,93,0x8aaa3164a66eeff36a4525d2a891b405c71ac8f8c61ee6331f7c54d7ad87899f,0x63d81eE81d6dba2f0284bb87Dff15AA5086E6e4f,
6926391,ChannelNewDeposit,RDN,Mainnet,,1000,,,94,0x4223e1f7153400137f21510848c20140c6593acefc69851935eeb59b4d48b490,0x63d81eE81d6dba2f0284bb87Dff15AA5086E6e4f,
6928630,ChannelNewDeposit,RDN,Mainnet,,50000000000000000,,,95,0xb1f5c2b4074b6bacea70818e1097ee7aa8c516768b29f279e74a5932600cc953,0x35CA97E5De34832112b7320A64832B3896A1E2F7,
6928648,ChannelNewDeposit,RDN,Mainnet,,50000000000000000,,,96,0x4e18f597c161ece7a5928f2f5c8c5ef2d098ef7a72fc2327b59e492c39d58798,0x35CA97E5De34832112b7320A64832B3896A1E2F7,
6928662,ChannelNewDeposit,RDN,Mainnet,,50000000000000000,,,97,0x9be276da12aa90ce3efb9e9c2843d25ea814abf1904f43b8d3de1649a68b9a7d,0x35CA97E5De34832112b7320A64832B3896A1E2F7,
6929319,ChannelNewDeposit,RDN,Mainnet,,75000000000000000,,,95,0x7465eb0e19de98d30aa58fdf9ed2f4b2ae41d33ab348e9fe33408f43b0c262ef,0x35CA97E5De34832112b7320A64832B3896A1E2F7,
6929334,ChannelNewDeposit,RDN,Mainnet,,75000000000000000,,,96,0xc345f7b9bfe93c687edfd75bf496c3ad7fa7876d437ee41a3d9d1e6dfb752e32,0x35CA97E5De34832112b7320A64832B3896A1E2F7,
6929349,ChannelNewDeposit,RDN,Mainnet,,75000000000000000,,,97,0xc1e9b0c1f3d4d4fa00ed9f6f3357a9b14e190fd114b80a395801199e31d64cc5,0x35CA97E5De34832112b7320A64832B3896A1E2F7,
6930012,ChannelNewDeposit,RDN,Mainnet,,25000000000000000,,,99,0xf0c3431b069d27ec2adac5d9ea312239aa1b9204f5ce3862c0ee660b6fcd0aea,0x362708Dd5e81A85e75E877dF718A0A9eF35e8267,
6930027,ChannelNewDeposit,RDN,Mainnet,,25000000000000000,,,98,0xf1cdcfefe26d89804678821c40ad1662f6398caa283540ada9a10cf52fc09959,0x362708Dd5e81A85e75E877dF718A0A9eF35e8267,
6930090,ChannelNewDeposit,RDN,Mainnet,,25000000000000000,,,100,0x6fcb172b54121a71ffb111bd7ec578a7c964aace4622dc614b99e0189b09ca1e,0x362708Dd5e81A85e75E877dF718A0A9eF35e8267,
6931995,ChannelNewDeposit,RDN,Mainnet,,20000000000000000,,,101,0x4610bdc95417d64b0bd6cc1fbc37b11e2c87a16c80801474c7548ed21780772c,0x4252ccc23552bf3D3eeDFAB8e286815831479bDa,
6932010,ChannelNewDeposit,RDN,Mainnet,,20000000000000000,,,102,0x765989cf2f0f86ee4d7fedfedfd46ae5fc35ef1704ad016dfd6d05d91bb956e7,0x4252ccc23552bf3D3eeDFAB8e286815831479bDa,
6933003,ChannelNewDeposit,RDN,Mainnet,,20000000000000000,,,103,0x4dc33ef78640eea139b47e653cf00c3cd18c3dff92dac852277a65890a9be78d,0xDe803Aa80a829AC763a9f914e5843F0E442c6C6f,
6933025,ChannelNewDeposit,RDN,Mainnet,,20000000000000000,,,104,0x948fdd9237862915acd4973579f368fe9e5c7475bc98efeea885caf4f6665090,0xDe803Aa80a829AC763a9f914e5843F0E442c6C6f,
6933086,ChannelNewDeposit,RDN,Mainnet,,20000000000000000,,,105,0x2d56e3c013df4929bbb60da43a4835818726d773cc463dbf3be072a68a584449,0xDe803Aa80a829AC763a9f914e5843F0E442c6C6f,
6934095,ChannelNewDeposit,RDN,Mainnet,,10000000000000000,,,106,0x7c3fc7167b5917f26684ff55613250054218354e7d541dae8e7bc5548aa4f3ee,0x37dd16822C4e9400788388911299B2b9571941ae,
6934108,ChannelNewDeposit,RDN,Mainnet,,10000000000000000,,,107,0x6c012481d4cf73054b2f8c1de756d2bc2655015465313bb554e993d0fbc98f61,0x37dd16822C4e9400788388911299B2b9571941ae,
6934125,ChannelNewDeposit,RDN,Mainnet,,10000000000000000,,,108,0x19b348c59c826b4b5462a0ef54b71949066c643eed360c059b7c784f6222584e,0x37dd16822C4e9400788388911299B2b9571941ae,
6934215,ChannelNewDeposit,RDN,Mainnet,,5000000000000000,,,109,0x9bc1df60fc1aeeaabdabeea4c5fc493a334862e7cc0562c77f4cf0504cfdb2f8,0x37dd16822C4e9400788388911299B2b9571941ae,
6934509,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,110,0x691cdf17c1a23d5575cc24c389126dd02252fc1bf5a71f0f8b6e4053b3bf61e7,0x06f5140A415f4E3969f7e40daEcCFd0558c9cE26,
6934549,ChannelNewDeposit,RDN,Mainnet,,75000000000000000,,,99,0x525a30705cf67947823632363cd8fbe94a7cb4c76b66e71cf96c57c2eb449f51,0x35CA97E5De34832112b7320A64832B3896A1E2F7,
6934553,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,111,0xc676979e802c28d19e5ad2f2900006120f60c52aa883b1eb93383d1abb990490,0x06f5140A415f4E3969f7e40daEcCFd0558c9cE26,
6934567,ChannelNewDeposit,RDN,Mainnet,,75000000000000000,,,105,0x3bd98320053a5bf0c71113440c2ba8d4fb27e41a1458fb97be96b375a7b0502f,0x35CA97E5De34832112b7320A64832B3896A1E2F7,
6934570,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,112,0x967092ffa79e34b3cc80d523d451ac723c94e27288793e86c91846906cd54035,0x06f5140A415f4E3969f7e40daEcCFd0558c9cE26,
6934589,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,113,0xb3586d45f6ec42f6d4608ff074b7a6e6c00cdf33c5dd7538eb7ce7d1f640127f,0x06f5140A415f4E3969f7e40daEcCFd0558c9cE26,
6934606,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,114,0xd303c6872b36702e0c815cc1dcd1bfa9642b1f543c816d920aa785c55bced344,0x06f5140A415f4E3969f7e40daEcCFd0558c9cE26,
6934614,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,115,0x5d8bffb8f06fcebcd646c06158229664a647bb8cdf1c261a0eb6caf63003aa28,0xE03E70e33F2AC48ceC3be5C0C7B06a0f25Ad5610,
6934629,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,116,0x6577298f26799c1532a83a44bbee56ec9ed0a917585588e79803b34f180e0aad,0xE03E70e33F2AC48ceC3be5C0C7B06a0f25Ad5610,
6934633,ChannelNewDeposit,RDN,Mainnet,,2000000000000000,,,118,0x0a4af0507304d7461015cd802f62709d7fe46e0777369767ac50fc378003a44b,0xf2fBCC167cc3f24a620798E27b4BB084dD275253,
6934646,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,117,0x6e5f3cda29e1d521f8c2fbf55c4d303ce448f437ce887b5070c1020320b41b06,0xE03E70e33F2AC48ceC3be5C0C7B06a0f25Ad5610,
6934670,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,119,0xfca596e9d6e205b838e4edf87ea0d152cea9d478c49ead7b5ece410efdfc0f65,0xf9ED3cCa3e56A7B72049e6e830C39fd842A2F8e6,
6934685,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,120,0x46ddbd6748644e49c40fde1568b23708f1b26f9df955b1dea160136d29c4035a,0xf9ED3cCa3e56A7B72049e6e830C39fd842A2F8e6,
6934710,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,121,0x30c680ef854ae4f3c7b1a5bf0bd5cd0a502c05a8266a85345a35c2e407e07ff1,0xe89Ce3756690Ac7937972797471d7c84F9818ac6,
6934766,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,114,0xe15bcaf84c86aa26cc9c1cb37665ecd5524ce0185b568db8bd1ee81e5574379e,0x10F4BC8CD156B4785f8F1f100C53C4cA0181E9b9,
6934781,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,117,0xd33dba247e662c0e00014cf52592030f299813051b42ee73d3ad2c6c82b5460a,0x10F4BC8CD156B4785f8F1f100C53C4cA0181E9b9,
6934797,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,118,0xbe8f2d9ebd0768269ed7179a5ad8361223b9f4ceef1c72209fb59b3b3f94c10f,0x10F4BC8CD156B4785f8F1f100C53C4cA0181E9b9,
6934814,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,120,0xe18c15e4939e11da3d982ea1492f07b5825a32bf1a1dfd2ea2d1e3f10d6615f4,0x10F4BC8CD156B4785f8F1f100C53C4cA0181E9b9,
6934834,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,121,0xef1d67b5a153f85eb8e41f8e156ebb5dd95b3b30ed558d8b132455455d98a229,0x10F4BC8CD156B4785f8F1f100C53C4cA0181E9b9,
6934945,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,112,0xd000868fd9a1aaa1c5f9c38aec7cf27d5c624da0865677c5ed99ee0c69d9250e,0xf9ED3cCa3e56A7B72049e6e830C39fd842A2F8e6,
6934945,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,111,0x93a1d07480e0357197cb538a9669e4b2cbf767937989c6f315d20ef99d97750b,0xE03E70e33F2AC48ceC3be5C0C7B06a0f25Ad5610,
6934946,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,113,0x8ce8de190d34e6ce213a32bf05981aafa8c9794877626f7f2a04d949d317ea01,0xe89Ce3756690Ac7937972797471d7c84F9818ac6,
6934959,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,115,0xbfcb347cc643c93f4219c7965bdd67686042fe41526cf51bb9e215dfd8a4d505,0xf9ED3cCa3e56A7B72049e6e830C39fd842A2F8e6,
6934961,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,116,0xbb287ce88c2cd591438c632b1f7b30f66c2886353b33591f69921081f22ec145,0xe89Ce3756690Ac7937972797471d7c84F9818ac6,
6934976,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,96,0x9882e7c9c0119d0b3ce6e9a86bd3021950ec009c60d2731313817b80986c3c0a,0x06f5140A415f4E3969f7e40daEcCFd0558c9cE26,
6934979,ChannelNewDeposit,RDN,Mainnet,,1000000000000000,,,119,0x59655d45a6b002815f3bc8b7274ecc099540f14e9cb834d61309a3292dd5082e,0xe89Ce3756690Ac7937972797471d7c84F9818ac6,
6938784,ChannelNewDeposit,RDN,Mainnet,,50000000000000000,,,123,0x637617194f4d4c011e51eda6f2e3db422c5ac1057517e9767622c9690f0b50d1,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,
6938797,ChannelNewDeposit,RDN,Mainnet,,20000000000000000,,,122,0xb5b72aed692df19bea08e19ac6593476e5339a78808e78eaca635a77f8e46977,0xd8dA6BF26964aF9D7eEd9e03E53415D37aA96045,
6939823,ChannelNewDeposit,RDN,Mainnet,,75000000000000000,,,124,0xc49692c8cfd5467f1f57a10d8dba8f516a66297e8f6655a50442549e835f7937,0xFeA60432EEb8E858364E0f8953F1386e853A7804,
6939838,ChannelNewDeposit,RDN,Mainnet,,75000000000000000,,,125,0xf4582d95f193c0bf18af31e1795db3f8f0f5b63c2fbf43a6a35f85a4b3ccf3ba,0xFeA60432EEb8E858364E0f8953F1386e853A7804,
6939854,ChannelNewDeposit,RDN,Mainnet,,75000000000000000,,,126,0xe96b9b944588e27cb8f415308cce528c73410d4e6158329d5004c7d18726eb36,0xFeA60432EEb8E858364E0f8953F1386e853A7804,
6941198,ChannelNewDeposit,RDN,Mainnet,,50000000000000000,,,127,0x4ea8943ee33da527d313c5597d593a40073e5cea248f82f56d06618a8a78c894,0x223Fd1E3662936D3607DCbf39c136779C78f3674,
6941212,ChannelNewDeposit,RDN,Mainnet,,50000000000000000,,,128,0xc0f7e059c8a3ebe194ae06838dce5d5949050e9e33376e1093c3b5aa89840267,0x223Fd1E3662936D3607DCbf39c136779C78f3674,
6941229,ChannelNewDeposit,RDN,Mainnet,,50000000000000000,,,129,0xe087c9993f672c5e2863506497c5a9a5dd7efe8ccdeb042e3ee354504309f28f,0x223Fd1E3662936D3607DCbf39c136779C78f3674,
6943644,ChannelNewDeposit,RDN,Mainnet,,500000000000000,,,130,0xc5d3ccbbe32157f0fd55b047cde47bb838984fc44751dfc0a6c8f77d577e5fa9,0x37dd16822C4e9400788388911299B2b9571941ae,
6944441,ChannelNewDeposit,RDN,Mainnet,,30000000000000000,,,131,0x103814fe489d1426b94ac27316c5de90bd7f43fc4680a01ba62ce68819eb257b,0xDe803Aa80a829AC763a9f914e5843F0E442c6C6f,
6944723,ChannelNewDeposit,RDN,Mainnet,,25000000000000000,,,132,0x3f3e3e6c26a6691554e5152a81738f0d51b5c38c9c51b40187f1de2a5cee3e66,0x362708Dd5e81A85e75E877dF718A0A9eF35e8267,
6951556,ChannelNewDeposit,RDN,Mainnet,,70000000000000008,,,133,0xe2a7531e4d2f748719248c4f2a3ec3882696e4ca71a643fd1077a9e73d8416c2,0x6a7b31479Bff6cE4d01ea6BCf2E7ca458e0B40d1,
6951571,ChannelNewDeposit,RDN,Mainnet,,70000000000000008,,,134,0x0e2113221c62b4907759fc2564bbe1137f10358afb9974197cd2302c251f05fb,0x6a7b31479Bff6cE4d01ea6BCf2E7ca458e0B40d1,
6951625,ChannelNewDeposit,RDN,Mainnet,,75000000000000000,,,135,0xf260945bbb9065e99e3c85b4d0f8fcfbbc06902c163ee3d3756d1b95d2f66935,0x6a7b31479Bff6cE4d01ea6BCf2E7ca458e0B40d1,
6953517,ChannelNewDeposit,RDN,Mainnet,,50000000000000000,,,136,0xe7fc823e230a506944fb1326d79f91ce5ed17df1d3186cc3b0e0d4f0a524a47b,0x223Fd1E3662936D3607DCbf39c136779C78f3674,
6953642,ChannelNewDeposit,RDN,Mainnet,,75000000000000000,,,137,0x27b91fc4535578fa021dc96cae19e2df93023d96cf844de599e123d6e5e108b3,0x6a7b31479Bff6cE4d01ea6BCf2E7ca458e0B40d1,
6953652,ChannelNewDeposit,RDN,Mainnet,,70000000000000008,,,137,0x88525130ff40c714315381953cadeb229602781fca1461b99e71ebc2171ec3fb,0x223Fd1E3662936D3607DCbf39c136779C78f3674,
6962488,ChannelNewDeposit,RDN,Mainnet,,20000000000000000,,,138,0xcc0aec4e9c6e94063df4bfc55dc1f5bbc70ddd0834dd7f12525282be45fa27b3,0x5325832cdF994B19407DAdc9CB1a6d6E22EE0A23,
6962506,ChannelNewDeposit,RDN,Mainnet,,20000000000000000,,,139,0x4f73459e64e0532442268b82daf027220fe1d914814cb9b2e7ef3663d0678b2f,0x5325832cdF994B19407DAdc9CB1a6d6E22EE0A23,
6962521,ChannelNewDeposit,RDN,Mainnet,,20000000000000000,,,140,0x4c94944e325345bb0332d083e9c114bbea5107bdae3b00fbbb56a0e8ccd7cce3,0x5325832cdF994B19407DAdc9CB1a6d6E22EE0A23,
6962929,ChannelNewDeposit,RDN,Mainnet,,500,,,141,0x2c5425776ffcb16c9267184e2e44e39e9f1874438ebe97c184af1b546bbc7118,0x2C71697ef0d2e04AECF72f9DDe571889618a9BE3,
6962961,ChannelNewDeposit,RDN,Mainnet,,300,,,142,0x2eb4562c41acc64d157817ad4b4ae312314d1a89060e03a6cdfa0f62d823a1d4,0x2C71697ef0d2e04AECF72f9DDe571889618a9BE3,
6962966,ChannelNewDeposit,RDN,Mainnet,,50000000000000000,,,141,0x323309af0ccdf641378ad1819061fedbf825d41f4b2771975c2eb654ba8989ed,0xFeA60432EEb8E858364E0f8953F1386e853A7804,
6963018,ChannelNewDeposit,RDN,Mainnet,,50000,,,141,0x94282eb7b67915ca62b6db08a3a64dc7cb2f7d55cc5fae33fc534ec6feae5f6b,0x2C71697ef0d2e04AECF72f9DDe571889618a9BE3,
